TT,CT,PA,RA,ECP1,ECP2,ECP3,ECP4,ECP5,FR,DR,GP,SV,LTV,LHV,fine sand-1,silty clay-1,silty clay-2,silty clay-3,AS
97462,6,12.5,-0.4,3.38,3.368,4.909,3.823,4.848,2596.137,2597.277,3.894,3,39,14,0,3.28,7.43,3.19,11
96133,6,12.5,-0.4,3.318,3.203,4.892,3.669,4.758,2588.921,2821.09,3.55,8,38,14,0,3.28,7.43,3.19,11
96358,6,12.5,-0.5,3.293,3.249,4.897,3.699,4.813,2604.999,2575.376,3.514,5,40,15,0,3.28,7.43,3.19,14
96856,7,12.2,-0.7,3.361,3.3,4.89,3.762,4.808,2080,2225,3.585,7,37,15,0,3.28,7.43,3.19,13
89275,3,11.8,-1.1,3.35,3.24,4.837,3.703,4.783,2080,2225,3.141,-3,36,15,0,3.28,7.43,3.19,13
90716,6,12.2,-0.7,3.188,2.988,4.649,3.468,4.604,2080,2225,4.86,9,37,19,0,3.28,7.43,3.19,6
91312,7,12.3,-0.7,3.253,3.156,4.903,3.638,4.731,2080,2225,4.321,4,37,18,0,3.28,7.43,3.19,9
94529,7,12.2,-0.7,3.258,3.127,5.083,3.599,4.733,2080,2225,3.74,10,37,19,0,3.28,7.43,3.19,9
94610,6,12.3,-0.5,3.309,3.193,4.994,3.654,4.774,2403.212,2302.698,4.086,6,37,18,0,3.28,7.43,3.19,12
94193,7,12.3,-0.7,3.308,3.149,4.757,3.622,4.751,2446.126,2772.986,3.704,8,37,18,0,3.28,7.43,3.19,11
95706,6,12.5,-0.7,3.297,3.198,4.833,3.656,4.757,2529.803,2655.888,3.737,0,36,17,0,3.28,7.43,3.19,7
96945,6,12.7,-0.7,3.257,3.099,4.835,3.679,4.674,2469.672,2529.17,3.075,12,37,19,0,3.28,7.43,3.19,6
97740,6,12.7,-0.7,3.322,3.178,4.904,3.707,4.772,2536.006,2489.674,3.632,19,36,22,0,3.28,7.43,3.19,6
97483,7,12.7,-0.7,3.311,3.167,4.778,3.634,4.748,2199.779,2147.497,4.241,11,38,19,0,3.28,7.43,3.19,11
99318,6,12.7,-0.7,3.313,3.258,4.852,3.724,4.791,2601.96,2810.457,2.903,4,39,17,0,3.28,7.43,3.19,6
89862,2,12.7,-0.7,3.249,3.101,4.771,3.558,4.638,2587.149,2839.446,3.446,16,39,20,0,3.28,7.43,3.19,1
97488,7,12.7,-0.7,3.291,3.183,4.894,3.652,4.758,2526.512,2845.143,3.913,14,38,19,0,3.28,7.43,3.19,9
97390,7,12.9,-0.7,3.294,3.161,4.863,3.664,4.773,2540.057,2693.486,3.951,12,38,19,0,3.28,7.43,3.19,12
95577,6,12.7,-0.7,3.271,3.113,5.069,3.593,4.767,2510.814,2439.037,3.819,15,38,21,0,3.28,7.43,3.19,8
96066,6,12.5,-0.7,3.322,3.309,5.044,3.689,4.775,2584.744,2834.382,3.749,11,37,20,0,3.28,7.43,3.19,10
96509,6,13,-0.4,3.323,3.178,4.778,3.648,4.764,2553.476,2593.479,3.884,11,37,20,0,3.28,7.43,3.19,13
96578,8,12.9,-0.5,3.269,3.104,5.107,3.637,4.753,2394.097,2327.763,4.34,16,37,21,0,3.28,7.43,3.19,13
95114,6,12.9,-0.4,3.288,3.045,5.037,3.515,4.647,2591.453,2554.995,4.364,20,38,22,0,3.28,7.43,3.19,9
97242,6,13,-0.5,3.339,3.177,4.893,3.64,4.775,2529.044,2702.98,4.31,17,37,22,0,3.28,7.43,3.19,9
94310,5,13,-0.5,3.268,3.195,5.001,3.666,4.739,2649.432,2682.219,4.202,20,36,23,0,3.28,7.43,3.19,6
94525,4,13,-0.5,3.32,3.249,5.031,3.721,4.816,2636.267,3207.321,4.63,20,35,23,0,3.28,7.43,3.19,6
92295,5,13,-0.4,3.287,3.134,5.06,3.599,4.689,2602.846,2625,4.401,17,34,23,0,3.28,7.43,3.19,6
95529,5,13.4,-0.4,3.313,3.168,5.279,3.629,4.762,2503.979,2631.456,3.675,15,34,22,0,3.28,7.43,3.19,8
90214,2,12.7,-0.5,3.14,3.04,4.872,3.514,4.543,2551.957,2707.411,4.429,15,34,22,0,3.28,7.43,3.19,6
98340,6,12.9,-0.4,3.418,3.388,4.943,3.747,4.711,2524.993,3273.528,4.376,13,34,23,0,3.28,7.43,3.19,10
94058,7,12.9,-0.4,3.156,2.967,4.775,3.461,4.429,2517.65,2961.1,4.095,11,34,22,0,3.28,7.43,3.19,15
94215,7,13,-0.4,3.194,3.035,4.821,3.474,4.453,2501.7,2681.586,3.688,11,33,23,0,3.28,7.43,3.19,15
96713,7,12.9,-0.4,3.305,3.159,4.796,3.639,4.55,2850.713,2656.775,3.82,15,33,23,0,3.28,7.43,3.19,15
99068,8,12.9,-0.4,3.39,3.336,5.451,3.801,4.773,2574.364,2358.525,3.725,8,33,22,0,3.28,7.43,3.19,9
99570,9,12.7,-0.4,3.313,3.381,5.187,3.763,4.772,2080,2225,3.839,11,33,22,0,3.28,7.43,3.19,21
97092,7,12.9,-0.2,3.319,3.347,5.36,3.738,4.82,2080,2225,3.83,12,33,23,0,3.28,7.43,3.19,12
98591,7,12.7,-0.2,3.329,3.422,5.213,3.81,4.745,2080,2225,3.696,14,33,23,0,3.28,7.43,3.19,12
94891,7,12.5,-0.2,3.32,3.414,5.349,3.775,4.842,2080,2225,4.194,15,35,23,0,3.28,7.43,3.19,16
96317,8,12.3,-0.2,3.344,3.468,5.294,3.837,4.885,2080,2225,4.487,2,34,21,0,3.28,7.43,3.19,16
95077,7,12.3,0.2,3.383,3.493,5.316,3.783,4.816,2389.16,2374.222,4.499,12,32,23,0,3.28,7.43,3.19,16
93550,7,12,0.2,3.376,3.302,5.016,3.742,4.807,2590.187,2743.236,4.189,9,33,23,0,3.28,7.43,3.19,15
91488,6,12.2,0.2,3.27,3.164,5.172,3.607,4.586,2647.027,3194.408,3.709,10,33,23,0,3.28,7.43,3.19,15
93931,9,12.2,0.2,3.303,3.222,5.513,3.759,4.671,2556.387,2829.192,3.923,3,31,22,0,3.28,7.43,3.19,13
97054,7,12,0.4,3.426,3.453,5.452,3.893,4.877,2524.233,2833.116,4.097,20,31,26,0,3.28,7.43,3.19,13
92947,6,11.8,0.5,3.426,3.478,5.332,3.927,4.874,2475.369,2720.197,4.51,9,33,23,0,3.28,7.43,3.19,11
92723,6,11.8,0.5,3.348,3.4,5.229,3.836,4.833,2928.186,2967.177,4.182,9,32,22,0,3.28,7.43,3.19,14
91397,6,11.8,0.5,3.37,3.357,5.167,3.807,4.771,2709.057,2613.607,4.305,2,33,21,0,3.28,7.43,3.19,12
92073,7,12,0.5,3.354,3.335,5.219,3.818,4.724,2533.094,2349.917,4.339,-4,34,19,0,3.28,7.43,3.19,13
94568,7,12,0.5,3.414,3.47,5.366,3.922,4.877,3005.66,3289.479,4.664,-4,35,18,0,3.28,7.43,3.19,11
95939,8,12.2,0.7,3.415,3.512,5.361,3.946,4.942,2645.128,2614.366,4.763,6,34,20,0,3.28,7.43,3.19,11
93714,8,12,0.5,3.363,3.339,5.24,3.848,4.845,2604.365,2709.057,4.762,5,35,18,0,3.28,7.43,3.19,12
94492,8,12.2,0.5,3.353,3.373,5.662,3.866,4.848,2682.472,2683.612,4.837,3,36,18,0,3.28,7.43,3.19,10
94316,7,12.2,0.7,3.342,3.358,5.256,3.874,4.833,2449.544,2576.642,4.753,2,36,17,0,3.28,7.43,3.19,13
94538,8,12,0.5,3.345,3.304,5.343,3.876,4.872,2541.576,2786.278,4.517,-2,36,16,0,3.28,7.43,3.19,12
93243,7,12.2,0.7,3.333,3.308,5.205,3.746,4.749,2602.467,2452.076,4.694,2,36,17,0,3.28,7.43,3.19,12
95518,6,12,0.7,3.422,3.504,5.361,3.875,4.798,2461.191,2628.671,4.45,4,37,17,0,3.28,7.43,3.19,11
95891,7,12.3,0.7,3.433,3.5,5.431,3.934,4.924,2554.995,2607.151,4.769,-7,37,14,0,3.28,7.43,3.19,10
96130,8,12.2,0.7,3.39,3.437,5.391,3.844,4.851,2546.26,2667.788,4.542,3,37,16,0,3.28,7.43,3.19,11
94174,7,12.5,0.9,3.364,3.372,5.424,3.85,4.863,2656.395,2728.552,4.656,-3,36,14,0,3.28,7.43,3.19,11
94354,8,12.5,0.9,3.325,3.269,5.652,3.789,4.948,2569.933,2713.108,4.374,2,34,16,0,3.28,7.43,3.19,11
95006,7,12.7,1.1,3.376,3.442,5.388,3.914,4.863,2524.486,2799.823,4.338,0,36,15,0,3.28,7.43,3.19,11
92342,7,12.2,0.9,3.307,3.209,5.203,3.684,4.694,2519.549,3042.752,5.915,-4,35,14,0,3.28,7.43,3.19,10
93908,7,12,0.7,3.384,3.275,5.112,3.802,4.789,2609.303,2811.343,5.451,-3,36,15,0,3.28,7.43,3.19,12
93559,7,12.2,0.7,3.315,3.327,5.063,3.781,4.776,2637.912,2814.254,5.474,-4,36,15,0,3.28,7.43,3.19,11
92499,8,12,0.7,3.299,3.25,5.03,3.728,4.765,2692.98,3500,5.248,-8,36,15,0,3.28,7.43,3.19,12
92972,6,12.2,0.7,3.376,3.295,4.934,3.751,4.801,2740.325,2828.559,5.059,1,37,16,0,3.28,7.43,3.19,13
94582,6,12,0.5,3.415,3.417,4.695,3.858,4.838,2632.722,2738.806,4.525,4,36,16,0,3.28,7.43,3.19,11
94847,6,12,0.5,3.414,3.474,4.899,3.942,4.925,2611.581,2813.368,4.752,4,37,17,0,3.28,7.43,3.19,11
93760,7,12.3,0.7,3.391,3.393,4.897,3.841,4.893,2642.596,2859.954,5.194,2,37,17,0,3.28,7.43,3.19,12
92638,8,12,0.5,3.345,3.254,4.859,3.727,4.776,2621.835,2789.189,5.003,-2,37,16,0,3.28,7.43,3.19,14
94223,7,12,0.4,3.354,3.311,4.787,3.759,4.824,2680.447,2915.781,5.312,3,38,18,0,3.28,7.43,3.19,11
98164,5,12.2,0.4,3.614,3.645,5.017,4.127,5.04,2599.935,2744.376,4.843,1,38,18,0,3.28,7.43,3.19,6
93728,7,12.2,0.2,3.352,3.344,4.78,3.802,4.86,2635.634,2738.552,4.779,4,39,19,0,3.28,7.43,3.19,12
94254,7,12.3,0.2,3.368,3.428,4.857,3.855,4.885,2534.107,2881.981,4.878,6,40,19,0,3.28,7.43,3.19,11
93107,7,12.5,0,3.325,3.244,4.847,3.699,4.766,2544.488,2425.745,5.1,9,41,20,0,3.28,7.43,3.19,11
95882,7,12.3,0,3.451,3.49,4.94,3.949,4.917,2080,2225,5.148,11,42,21,0,3.28,7.43,3.19,8
93871,8,12.3,-0.2,3.376,3.322,4.869,3.77,4.867,2080,2225,5.483,10,42,21,0,3.28,7.43,3.19,11
96244,3,11.3,-0.2,3.44,3.425,4.806,3.908,4.806,2670.953,2914.514,3.085,-2,40,24,0,3.28,7.43,3.19,13
97380,5,11.1,-0.2,3.521,3.564,4.715,3.98,4.869,2590.82,3255.552,3.579,24,40,31,0,3.28,7.43,3.19,13
97380,5,11.1,-0.2,3.521,3.564,4.715,3.98,4.869,2675.89,2468.027,3.579,33,39,34,0,3.28,7.43,3.19,13
97380,5,11.1,-0.2,3.521,3.564,4.715,3.98,4.869,2618.544,2895.653,3.579,53,39,40,0,3.28,7.43,3.19,13
89823,5,10.8,0,3.435,3.381,4.541,3.865,4.742,2680.574,2871.22,4.543,68,39,45,0,3.28,7.43,3.19,16
88450,5,10.8,0.2,3.39,3.341,4.467,3.8,4.719,2682.599,2529.297,4.422,74,39,47,0,3.28,7.43,3.19,16
88264,5,10.8,0,3.382,3.301,4.437,3.788,4.694,2716.526,2715.639,4.552,85,39,51,0,3.28,7.43,3.19,19
87316,5,10.4,0.2,3.357,3.285,4.406,3.804,4.71,2592.213,2812.355,4.758,209,45,235,0,3.28,7.43,3.19,18
87998,5,10.6,0.2,3.426,3.344,4.43,3.801,4.754,2721.589,2867.929,4.369,-14,43,18,0,3.28,7.43,3.19,17
86373,5,10.9,0.2,3.402,3.295,4.511,3.723,4.713,2671.459,2583.478,4.523,-4,43,21,0,3.28,7.43,3.19,16
86373,5,10.9,0.2,3.402,3.295,4.511,3.723,4.713,2724.501,2465.242,4.523,6,44,24,0,3.28,7.43,3.19,16
86373,5,10.9,0.2,3.402,3.295,4.511,3.723,4.713,2676.143,2659.559,4.523,26,44,29,0,3.28,7.43,3.19,16
90111,9,11.6,0.4,3.466,3.36,4.532,3.889,4.827,2630.064,2956.037,4.334,47,44,35,0,3.28,7.43,3.19,18
82708,3,11.6,0.4,3.438,3.435,4.311,3.92,4.843,2080,2225,3.509,59,44,39,0,3.28,7.43,3.19,13
89937,6,12,0.5,3.46,3.411,4.499,3.873,4.867,2080,2225,4.282,5,45,20,0,3.28,7.43,3.19,16
88438,7,11.8,0.2,3.399,3.3,4.461,3.818,4.81,2566.768,2625.886,4.815,5,45,20,0,3.28,7.43,3.19,18
88873,8,12,0.4,3.448,3.418,4.482,3.825,4.848,2501.7,2451.063,4.152,1,46,18,0,3.28,7.43,3.19,16
90216,8,12.2,0.2,3.471,3.383,4.424,3.865,4.88,2720.703,2695.764,5.124,3,46,18,0,3.28,7.43,3.19,18
89762,7,12.2,0.2,3.449,3.358,4.408,3.811,4.871,2477.394,2757.921,4.368,5,47,17,0,3.28,7.43,3.19,15
89762,7,12.2,0.2,3.449,3.358,4.408,3.811,4.871,2446,2815.647,4.368,19,47,20,0,3.28,7.43,3.19,15
89762,7,12.2,0.2,3.449,3.358,4.408,3.811,4.871,2502.839,3057.31,4.368,7,49,16,0,3.28,7.43,3.19,15
90075,5,12.9,-0.2,3.477,3.395,4.46,3.831,4.894,2482.964,2676.396,5.238,7,48,15,0,3.28,7.43,3.19,12
89870,6,12.9,-0.2,3.478,3.329,4.461,3.76,4.813,2479.04,2721.716,5.237,8,48,15,0,3.28,7.43,3.19,15
89614,7,12.9,-0.4,3.487,3.35,4.472,3.776,4.787,2471.951,2808.811,5.245,10,49,15,0,3.28,7.43,3.19,14
90316,7,12.9,-0.4,3.46,3.355,4.444,3.81,4.824,2522.588,2577.022,5.132,11,51,14,0,3.28,7.43,3.19,17
91344,7,12.7,-0.4,3.513,3.518,4.449,3.962,4.959,2523.727,2496.636,4.773,8,50,13,0,3.28,7.43,3.19,17
91233,7,12.7,-0.5,3.522,3.563,4.46,3.995,4.928,2504.232,2848.561,4.695,6,49,15,0,3.28,7.43,3.19,15
92788,8,12.2,-0.4,3.498,3.464,4.506,3.914,4.883,2080,2225,6.105,-5,49,15,0,3.28,7.43,3.19,15
92788,8,12.2,-0.4,3.498,3.464,4.506,3.914,4.883,2080,2225,6.105,9,50,18,0,3.28,7.43,3.19,15
92788,8,12.2,-0.4,3.498,3.464,4.506,3.914,4.883,2080,2225,6.105,6,50,17,0,3.28,7.43,3.19,15
94496,7,12.5,-0.4,3.494,3.49,4.638,3.863,4.88,2080,2225,4.775,9,51,17,0,3.28,7.43,3.19,13
89229,8,12.5,-0.4,3.371,3.252,4.633,3.712,4.706,2080,2225,5.454,0,52,15,0,3.28,7.43,3.19,17
89229,8,12.5,-0.4,3.371,3.252,4.633,3.712,4.706,2080,2225,5.454,9,52,17,0,3.28,7.43,3.19,17
96392,7,13.4,-0.4,3.565,3.638,4.87,4.084,4.984,2080,2225,6.178,9,50,17,0,3.28,7.43,3.19,7
94861,7,13.2,-0.4,3.481,3.367,4.725,3.962,4.83,2501.573,2543.855,5.789,9,50,17,0,3.28,7.43,3.19,12
96105,8,13.4,-0.4,3.499,3.377,4.63,3.857,4.859,2403.212,2649.432,5.761,13,49,18,0,3.28,7.43,3.19,17
96105,8,13.4,-0.4,3.499,3.377,4.63,3.857,4.859,2375.741,2740.451,5.761,14,49,19,0,3.28,7.43,3.19,17
93681,6,13.6,-0.2,3.5,3.415,4.752,3.837,4.808,2415.365,2719.437,5.912,6,48,17,0,3.28,7.43,3.19,8
99641,8,13.4,-0.2,3.548,3.641,4.884,4.014,5.09,2428.783,2421.947,5.509,12,49,20,0,3.28,7.43,3.19,14
97423,7,13.2,-0.2,3.535,3.546,4.802,4.048,5.011,2498.156,2422.201,5.643,12,49,20,0,3.28,7.43,3.19,14
98437,7,13.4,-0.2,3.447,3.409,5.071,3.934,4.823,2449.418,2780.454,4.438,20,49,21,0,3.28,7.43,3.19,13
99855,7,13.2,0,3.494,3.399,5.044,3.954,4.919,2364.095,2830.964,3.902,20,48,21,0,3.28,7.43,3.19,13
97479,9,13.2,0.2,3.46,3.227,4.718,3.732,4.691,2349.41,2270.417,5.192,20,48,20,0,3.28,7.43,3.19,16
89886,3,12,0.2,3.447,3.354,4.851,3.856,4.85,2599.682,2539.677,8.436,14,48,20,0,3.28,7.43,3.19,15
92278,6,12.2,0.2,3.629,3.329,4.715,3.817,4.804,2486.002,2595.757,6.307,11,48,24,0,3.28,7.43,3.19,15
96131,7,12,0.2,3.549,3.554,4.884,3.987,4.961,2518.663,2854.004,6.716,11,48,24,0,3.28,7.43,3.19,13
94879,7,11.8,0.4,3.532,3.41,4.689,3.877,4.857,2557.78,2856.662,6.476,9,48,24,0,3.28,7.43,3.19,19
92444,7,12,0.4,3.482,3.256,4.826,3.729,4.74,2543.728,2591.833,5.651,11,47,25,0,3.28,7.43,3.19,16
96593,8,12,0.5,3.558,3.474,4.692,3.917,4.908,2523.6,2685.51,6.057,11,47,27,0,3.28,7.43,3.19,14
96685,8,12.2,0.5,3.562,3.498,4.849,3.961,4.911,2538.665,2302.698,5.939,14,48,28,0,3.28,7.43,3.19,13
95520,8,12.3,0.7,3.469,3.257,4.727,3.796,4.791,2525.373,2832.23,5.422,16,47,28,0,3.28,7.43,3.19,16
99799,9,12.3,0.7,3.546,3.515,4.804,3.929,4.862,2550.818,2873.246,5.434,27,48,31,0,3.28,7.43,3.19,20
99371,9,12,1.1,3.545,3.521,5.175,3.997,4.939,2599.808,2879.069,5.449,10,47,29,0,3.28,7.43,3.19,16
94636,7,11.6,1.1,3.458,3.29,4.503,3.786,4.743,2683.612,2609.049,5.627,12,49,30,0,3.28,7.43,3.19,16
93486,7,11.5,1.2,3.392,3.18,4.424,3.684,4.669,2080,2225,5.354,16,48,33,0,3.28,7.43,3.19,18
101790,7,10.8,1.2,3.562,3.65,5.019,4.067,5.002,2579.807,2632.722,6.349,9,49,35,0,3.28,7.43,3.19,14
98481,9,10.8,1.6,3.475,3.451,4.956,3.896,4.863,2536.892,3500,6.253,11,50,35,0,3.28,7.43,3.19,17
98225,9,10.9,1.6,3.452,3.314,4.694,3.818,4.781,2548.159,2796.911,5.603,13,50,36,0,3.28,7.43,3.19,17
98487,7,10.9,1.6,3.5,3.382,4.856,3.842,4.805,2597.53,2729.818,3.593,8,50,35,0,3.28,7.43,3.19,8
101378,5,11.3,1.6,3.538,3.664,5.029,4.074,5.086,2583.478,3001.23,3.272,8,50,35,0,3.28,7.43,3.19,4
9812,3,11.3,1.6,3.484,3.418,4.463,3.896,4.787,2080,2225,3.462,18,49,35,0,3.28,7.43,3.19,2
10332,7,11.3,1.4,3.457,3.383,4.748,3.853,4.844,2602.34,2577.908,4.187,15,49,34,0,3.28,7.43,3.19,8
10156,5,11.5,1.4,3.461,3.343,4.552,3.776,4.779,2549.678,2630.443,3.602,15,48,33,0,3.28,7.43,3.19,14
9604,5,11.6,1.4,3.398,3.257,4.574,3.737,4.77,2572.844,2732.729,3.75,16,49,33,0,3.28,7.43,3.19,18
9468,6,11.5,1.2,3.37,3.196,4.581,3.7,4.741,2568.287,2393.971,3.773,3,49,30,0,3.28,7.43,3.19,18
9334,7,11.3,1.1,3.402,3.239,4.501,3.719,4.773,2599.808,2755.01,4.159,17,49,33,0,3.28,7.43,3.19,18
9420,8,11.1,1.1,3.399,3.241,4.578,3.717,4.775,2581.959,2376.121,3.913,12,49,31,0,3.28,7.43,3.19,19
9414,8,11.1,0.9,3.412,3.255,4.702,3.71,4.828,2620.569,2716.652,4.061,9,51,31,0,3.28,7.43,3.19,19
9597,7,11.3,0.5,3.447,3.345,4.735,3.789,4.958,2551.577,2581.579,4.727,11,53,32,0,3.28,7.43,3.19,19
9527,9,11.5,0.5,3.493,3.403,4.729,3.842,4.843,2487.775,3500,4.871,8,52,33,0,3.28,7.43,3.19,18
8743,3,10.9,0.5,3.366,3.223,4.34,3.638,4.667,2527.145,2688.549,4.013,30,52,38,0,3.28,7.43,3.19,2
9265,7,10.8,0.9,3.407,3.278,4.433,3.717,4.752,2519.929,2674.371,5.046,39,52,41,0,3.28,7.43,3.19,13
9303,7,10.8,0.9,3.444,3.303,4.957,3.767,4.797,2520.056,2726.4,5.118,60,52,47,0,3.28,7.43,3.19,12
9513,6,10.8,0.9,3.481,3.469,4.926,3.922,4.914,2607.531,2745.388,5.272,70,52,50,0,3.28,7.43,3.19,13
9366,6,10.8,0.9,3.463,3.354,4.894,3.804,4.889,2565.375,2623.481,4.933,81,53,53,0,3.28,7.43,3.19,11
9183,6,10.8,0.7,3.433,3.27,4.788,3.719,4.844,2607.657,2673.485,4.974,11,53,35,0,3.28,7.43,3.19,13
9277,5,10.9,0.9,3.498,3.421,4.774,3.842,4.895,2584.997,2705.006,5.552,7,54,34,0,3.28,7.43,3.19,11
9316,6,10.9,1.1,3.515,3.364,4.802,3.821,4.913,2464.229,2236.365,4.516,27,55,39,0,3.28,7.43,3.19,13
9211,6,10.9,1.1,3.451,3.332,4.729,3.787,4.859,2503.472,2347.005,4.334,9,54,35,0,3.28,7.43,3.19,11
9659,7,11.1,1.1,3.532,3.593,4.78,4.026,5.059,2517.777,2625,2.42,32,54,41,0,3.28,7.43,3.19,12
9229,8,10.9,1.2,3.438,3.277,5.09,3.826,4.909,2555.501,2821.09,4.326,52,54,47,0,3.28,7.43,3.19,12
9118,8,10.9,1.2,3.444,3.257,5.132,3.745,4.845,2461.191,2594.745,5.245,62,54,50,0,3.28,7.43,3.19,13
9075,8,10.8,1.4,3.474,3.294,5.022,3.783,4.865,2512.84,2462.583,5.495,72,54,53,0,3.28,7.43,3.19,16
9309,7,10.9,1.6,3.515,3.468,4.911,3.891,4.996,2542.842,2887.171,5.198,89,55,58,0,3.28,7.43,3.19,13
9490,6,10.9,1.8,3.51,3.545,5.06,4.035,5.045,2583.478,2881.727,5.754,6,54,34,0,3.28,7.43,3.19,13
9236,6,10.8,1.6,3.464,3.462,5.177,3.921,5.016,2551.704,2436.885,5.946,9,55,35,0,3.28,7.43,3.19,10
8843,7,10.4,1.6,3.341,3.181,4.445,3.637,4.679,2535.247,2872.993,8.184,16,56,37,0,3.28,7.43,3.19,11
8925,7,10.9,1.4,3.375,3.202,4.461,3.676,4.733,2651.458,2576.389,6.844,11,58,36,0,3.28,7.43,3.19,15
9027,8,11.1,1.4,3.438,3.279,4.453,3.73,4.79,2620.823,2587.023,6.074,10,57,35,0,3.28,7.43,3.19,17
9122,6,11.3,1.4,3.478,3.456,4.521,3.933,4.944,2581.579,2502.839,6.21,15,59,37,0,3.28,7.43,3.19,9
9132,7,11.3,1.4,3.46,3.457,5.007,3.883,4.884,2595.377,2584.491,6.838,12,60,36,0,3.28,7.43,3.19,15
9388,6,11.1,1.2,3.559,3.679,5.175,4.149,5.143,2467.647,2567.021,5.764,12,63,35,0,3.28,7.43,3.19,8
9584,8,11.1,1.2,3.587,3.632,5.169,4.126,5.081,2789.316,2937.934,6.62,4,62,32,0,3.28,7.43,3.19,12
9464,8,10.8,1.2,3.513,3.471,5.048,3.925,4.932,2579.301,2458.785,6.571,5,63,32,0,3.28,7.43,3.19,16
9626,9,11.1,1.1,3.557,3.535,5.076,3.971,5.118,2685.384,2914.768,6.527,8,63,31,0,3.28,7.43,3.19,13
9465,9,11.1,1.2,3.559,3.446,5.115,3.898,5.02,2694.878,2696.271,6.327,10,63,33,0,3.28,7.43,3.19,21
9265,6,10.9,1.1,3.524,3.49,5.037,3.949,4.968,2623.354,2639.938,6.779,8,64,32,0,3.28,7.43,3.19,9
9255,8,10.8,1.1,3.545,3.414,5.117,3.911,4.923,2585.883,2772.099,5.688,8,62,32,0,3.28,7.43,3.19,13
9439,7,10.9,1.1,3.531,3.467,5.176,3.891,4.923,2615.759,2731.717,6.157,10,63,33,0,3.28,7.43,3.19,12
9508,8,11.1,0.9,3.56,3.447,5.13,3.922,4.992,2600.441,2626.139,5.816,-2,64,29,0,3.28,7.43,3.19,13
9426,8,10.8,0.7,3.554,3.477,5.193,3.962,5.044,1884.44,1912.29,6.241,9,65,32,0,3.28,7.43,3.19,11
9357,8,10.8,0.7,3.502,3.333,5.059,3.771,4.851,2735.894,2763.365,8.325,13,68,34,0,0.64,7.57,5.79,16
9656,8,10.8,0.4,3.49,3.392,4.987,3.845,4.876,2481.192,2547.526,6.429,1,69,29,0,0.64,7.57,5.79,11
9561,7,11.1,0.4,3.577,3.448,5.11,3.939,4.971,2523.347,2624.747,7.699,10,72,31,0,0.64,7.57,5.79,9
9586,6,11.5,0.4,3.534,3.438,5.117,3.855,4.928,2498.029,2417.137,5.566,3,73,30,0,0.64,7.57,5.79,9
9824,7,11.8,0.4,3.57,3.513,5.281,4.024,5.075,2831.597,2907.552,6.004,4,72,29,0,0.64,7.57,5.79,8
9877,6,12,0.5,3.549,3.587,5.277,3.993,5.026,2560.692,2666.142,5.858,15,72,31,0,0.64,7.57,5.79,8
9770,7,12,0.5,3.526,3.424,5.138,3.878,4.897,2677.282,2747.034,5.788,13,72,31,0,0.64,7.57,5.79,11
10139,5,12.2,0.4,3.582,3.738,5.347,4.225,5.141,2710.576,2698.17,5.796,15,71,31,0,0.64,7.57,5.79,7
9465,6,12,0.5,3.483,3.268,5.121,3.737,4.779,2752.857,2783.619,6.545,13,71,30,0,0.64,7.57,5.79,5
9015,3,11.8,0.5,3.553,3.484,5.117,3.97,4.902,2393.844,2502.206,4.915,13,71,30,0,0.64,7.57,5.79,2
9761,8,11.8,0.4,3.53,3.415,5.212,3.893,4.908,2379.539,2719.184,5.747,12,69,30,0,0.64,7.57,5.79,13
9402,8,11.6,0.4,3.447,3.223,5.06,3.666,4.707,2455.367,2766.403,5.285,12,69,30,0,0.64,7.57,5.79,14
9753,9,11.8,0.2,3.49,3.295,5.035,3.748,4.749,2735.261,2751.971,3.78,10,69,29,0,0.64,7.57,5.79,17
10140,8,11.6,0,3.526,3.575,5.293,4.034,5.003,2634.494,2769.821,4.049,1,71,26,0,0.64,7.57,5.79,15
9775,6,11.6,0.2,3.516,3.385,5.155,3.806,4.871,2462.457,2453.342,4.716,1,71,26,0,0.64,7.57,5.79,18
9859,6,11.5,0,3.543,3.634,5.2,4.088,5.048,2505.751,2531.069,6.26,10,70,29,0,0.64,7.57,5.79,11
9562,7,11.6,0.2,3.511,3.443,5.186,3.896,4.952,2480.686,2520.309,5.96,12,70,31,0,0.64,7.57,5.79,16
9549,7,11.3,-0.2,3.511,3.501,5.274,3.965,4.987,2523.98,2733.362,7.479,1,70,29,0,0.64,7.57,5.79,15
9663,8,11.3,-0.2,3.509,3.407,5.229,3.889,4.963,2411.187,2455.494,6.055,9,74,33,0,0.64,7.57,5.79,14
9520,6,10.9,-0.2,3.482,3.438,5.18,3.842,4.891,2496.13,2582.592,4.036,-8,15,0,0,0.64,7.57,5.79,10
9360,8,10.8,-0.2,3.439,3.232,5.216,3.723,4.824,2489.927,2407.896,7.417,7,73,33,0,0.64,7.57,5.79,15
9393,8,10.8,-0.2,3.434,3.212,4.936,3.698,4.77,2657.281,2761.086,6.753,6,73,34,0,0.64,7.57,5.79,14
9431,8,10.8,0,3.452,3.28,4.956,3.764,4.813,2589.934,2490.813,6.589,26,73,39,0,0.64,7.57,5.79,15
9568,5,11.1,0,3.519,3.507,5.036,3.938,4.961,2557.78,2593.859,4.615,38,73,42,0,0.64,7.57,5.79,6
9842,8,11.1,0,3.493,3.417,5.241,3.876,4.913,2615.126,2592.719,5.218,38,73,42,0,0.64,7.57,5.79,10
